TKR181200217	PLANET-seq_1
SRR3271837	WT_NHS_R1
SRR3271836	WT_ACC_R3
SRR3271835	WT_ACC_R2
SRR3271834	WT_ACC_R1
SRR3271839	WT_NHS_R3
SRR3271838	WT_NHS_R2
SRR5398679	COL_ENAP1_ChIP_EIN2reChIP_C2H4
SRR5398678	COL_ENAP1_ChIPseq_C2H4
SRR446503	IgG_non-dividing_rep2
SRR3938642	RE_ChIP_seq_control_30D_leaf_rep2
ERR274502	24hPR_H3K4me2
ERR274503	WT_H3K4me2
ERR274504	saltpriming_H3K4me3
ERR274505	WT_H3K4me2
ERR274506	WT_H3K27me3
ERR274507	WT_H3K27me3
ERR274508	WT_H3K4me3
ERR274509	salt_H3K27me3
ERR274510	WT_H3K27me3
ERR274511	salt_H3K4me3
ERR274512	saltpriming_H3K4me2
ERR274513	WT_H3K4me2
ERR274514	saltpriming_H3K27me3
ERR274515	saltpriming_H3K9me2
SRR5398677	COL_ENAP1_air_input
SRR5398676	COL_ENAP1_ChIP_EIN2reChIP_air
SRR1057659	Input_for_wt
SRR1057658	H3K27me3_ChIPSeq_in_brm_clf_rep2
SRR1057657	H3K27me3_ChIPSeq_in_brm_clf_rep1
SRR1057656	H3K27me3_ChIPSeq_in_clf_rep2
SRR1057655	H3K27me3_ChIPSeq_in_clf_rep1
SRR1057654	H3K27me3_ChIPSeq_in_brm_rep2
SRR1057653	H3K27me3_ChIPSeq_in_brm_rep1
SRR1057652	H3K27me3_ChIPSeq_in_wt_rep2
SRR2046531	Col-H4K16ac
SRR2046530	Col-H3K23ac
ERR1399331	E-MTAB-4684:Sample_16;_Sample_16
ERR1399330	E-MTAB-4684:Sample_15;_Sample_15
ERR1399333	E-MTAB-4684:Sample_18;_Sample_18
ERR1399332	E-MTAB-4684:Sample_17;_Sample_17
ERR1399335	E-MTAB-4684:Sample_2;_Sample_2
ERR1399334	E-MTAB-4684:Sample_19;_Sample_19
ERR1399337	E-MTAB-4684:Sample_21;_Sample_21
ERR1399336	E-MTAB-4684:Sample_20;_Sample_20
ERR1399339	E-MTAB-4684:Sample_23;_Sample_23
ERR1399338	E-MTAB-4684:Sample_22;_Sample_22
SRR1282200	SPCH_ChIP-Seq
SRR1282201	Col_ChIP-Seq
SRR1265095	
SRR1019435	GFP_ChIP-Seq
SRR1019434	ARF6_ChIP-Seq
SRR533972	E2F.HB_no_Ab
SRR533971	HB_TAP
SRR533970	E2F.HB_Strep
SRR4430553	ZmCENH3_control
SRR4430551	ZmCENH3_rep2
SRR4430557	input_DNA_cenh3-1-cenh3-1LoCENH3
SRR3130183	
SRR4430555	input_DNA_wild_type
SRR446497	H3.3_non-dividing_rep2
SRR446496	H3.3_non-dividing_rep1
SRR446495	IgG_dividing_rep2
SRR446494	IgG_dividing_rep1
SRR446493	H3_dividing_rep2
SRR446492	H3_dividing_rep1
SRR446491	H3.1_dividing_rep2
SRR446490	H3.1_dividing_rep1
SRR3418074	AT4G37790_HAT22_ABA_ChIP_rep3
SRR3418075	AT4G37790_HAT22_EtOH_ChIP_rep3
SRR3418076	AT1G51140_FBH3_ABA_ChIP_rep1
SRR3418077	AT1G51140_FBH3_EtOH_ChIP_rep1
SRR3418070	AT4G37790_HAT22_ABA_ChIP_rep1
SRR3418071	AT4G37790_HAT22_EtOH_ChIP_rep1
SRR3418072	AT4G37790_HAT22_ABA_ChIP_rep2
SRR3418073	AT4G37790_HAT22_EtOH_ChIP_rep2
SRR3418078	AT1G51140_FBH3_ABA_ChIP_rep2
SRR3418079	AT1G51140_FBH3_EtOH_ChIP_rep2
SRR402844	nrpe1_input
SRR3234430	HTA11_ChIP-seq_27c_4hr_rep2
SRR3234431	HTA11_ChIP-seq_27c_4hr_rep3
SRR6057753	Arabidopsis_thaliana_Col-0,_7-day_split,_cell_culture,_2_week_dark-adapted,_ChIP-seq_H3K56ac
SRR6057755	Arabidopsis_thaliana_Col-0,_7-day_split,_cell_culture,_2_week_dark-adapted,_ChIP-seq_H3K56ac
SRR6057754	Arabidopsis_thaliana_Col-0,_7-day_split,_cell_culture,_2_week_dark-adapted,_H3K56ac_ChIP_Input_reference
SRR6057757	Arabidopsis_thaliana_Col-0,_7-day_split,_cell_culture,_2_week_dark-adapted,_ChIP-seq_H3K56ac
SRR6057756	Arabidopsis_thaliana_Col-0,_7-day_split,_cell_culture,_2_week_dark-adapted,_ChIP-seq_H3K56ac
SRR943788	prr7-3_PRR7::HA-PRR7_#151_Input_(ExpI)
SRR3611060	input_TSA_16h_rep2
SRR493055	crh6-3_ChIP_H3
SRR493054	crt1-4_ChIP_H3K9me2
SRR493056	crh6-3_ChIP_H3K9me2
SRR493051	Col_ChIP_H3
SRR493053	crt1-4_ChIP_H3
SRR493052	Col_ChIP_H3K9me2
SRR1635490	Plant_shoots_sample_from_Arabidopsis_thaliana
SRR442101	input
SRR442100	PRR5-ChIP
SRR1964982	H3K4me3_42d_Input
SRR776582	spl7_ChIP-seq
SRR1964983	H3K4me3_57d_ChIP
SRR3313878	TWT_H3K27me3
SRR3313879	TWT_H3K4me3
SRR3313873	TWT_H3K9me2
SRR3087128	A_thaliana_H3K9me2_chip
SRR3087129	A_thaliana_H3K27me3_chip
SRR1569242	Endogenous_NRPE1_ChIPseq-drm2
SRR1569243	Endogenous_NRPE1_ChIPseq-drm3
SRR1569240	Endogenous_NRPE1_ChIPseq-Col
SRR1569241	Endogenous_NRPE1_ChIPseq-nrpe1
SRR1569246	FLAG-NRPE1_ChIPseq-Col_replicate_2
SRR1569247	FLAG-NRPE1_ChIPseq-drm3_replicate_2
SRR1569244	FLAG-NRPE1_ChIPseq-Col_replicate_1
SRR1569245	FLAG-NRPE1_ChIPseq-drm3_replicate_1
ERR104656	
SRR3130732	
SRR3130735	
ERR104657	
ERR970527	K9ac_PE8_(SOW,_EOD,_BR1)
ERR970526	K9ac_PE7_(SOW,_EON,_BR1)
ERR970525	K4me3_PE75_(SWD,_EOD,_BR2)
ERR970524	K4me3_PE74_(SWD,_EON,_BR2)
ERR970523	K4me3_PE43_(SWD,_EOD,_BR1)
ERR970522	K4me3_PE42_(SWD,_EON,_BR1)
ERR970521	K4me3_PE19_(SOW,_EOD,_BR2)
ERR970520	K4me3_PE18_(SOW,_EON,_BR2)
SRR516088	Col-0_seedlings
ERR970529	K9ac_PE19_(SOW,_EOD,_BR2)
ERR970528	K9ac_PE18_(SOW,_EON,_BR2)
SRR516089	Col-0_seedlings
SRR3087131	A_thaliana_H3K56ac_chip
SRR1818408	WK33-HA_Bc_14h_input_rep1
SRR4039515	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
SRR1964984	H3K4me3_57d_Input
SRR1635829	Plant_shoots_sample_from_Arabidopsis_thaliana
SRR502860	negative_control_(AP1-GR_ap1_cal)
SRR2500943	clf_29_H3K27me3_ChIPseq_rep2
SRR2500942	atbmi1a,b_H3K27me3_ChIPseq_rep2
SRR516091	nrpe1-11_seedlings
SRR516090	nrpe1-11_seedlings
SRR2979550	COL-0_for_ethylene_treatment
SRR2177363	WT_Mock
SRR2177365	WT_Mock
SRR2177364	WT_Mock
SRR2177367	morc1-2_Mock
SRR2177366	morc1-2_Mock
SRR2177369	WT_Pst
SRR2177368	morc1-2_Mock
SRR546568	Col-0,_IP_anti-HA,_4h,_rep1
SRR546569	Col-0,_IP_anti-HA,_4h,_rep2
SRR934394	H3K27me3_ChIP-seq_in_Arabidopsis_thaliana
SRR934393	FIE-HA_ChIP-seq_in__Arabidopsis_thaliana
SRR5313788	ChIPseq_PolIISer5P_WT_ChIP
SRR5313789	ChIPseq_PolIISer5P_WT_input
SRR4034129	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
SRR4034128	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
SRR4034123	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
SRR4034122	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
SRR4034121	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
SRR4034120	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
SRR4034127	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
SRR3938650	
SRR4034125	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
SRR4034124	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
ERR475349	H3K27me3_ChIP-seq;_Col
SRR6412402	FUL_pistil,_rep1
SRR6412403	FUL_pistil,_rep2
SRR6412400	FUL_IM,_rep2
SRR6412401	FUL_IM,_input
SRR6412404	FUL_pistil,_input
SRR2932270	input_ws_gcn5_Rep1
SRR5011158	Col_K14
SRR5011159	hdac_input
SRR5149639	H3.3swap-3
SRR908247	gFLM_control_3_(DP34)
SRR908246	gFLM-GFP_replicate_3_(DP28)
SRR908245	gFLM-GFP_replicate_1_(DP28)
SRR908244	gFLM_control_1_(DP34)
SRR908243	gFLM-GFP_replicate_2_(DP28)
SRR908242	gFLM_control_2_(DP34)
SRR908241	DP103-3_(iFLMbeta-GFP)
SRR908240	DP96-4__(iFLMbeta_control)
SRR2932271	input_ws_gcn5_Rep2
SRR533960	WT_(HB)_Strep
SRR533961	WT_(HB)_TAP,_negative_control_TChAP
SRR908249	KAN1_negative_1
SRR638896	Generic_sample_from_Arabidopsis_thaliana
SRR638897	Generic_sample_from_Arabidopsis_thaliana
SRR4430541	AtCENH3_control
SRR3418069	AT4G01120_GBF2_EtOH_ChIP_rep3
SRR3418068	AT4G01120_GBF2_ABA_ChIP_rep3
SRR4430545	LoCENH3_rep2
SRR4430547	LoCENH3_control
SRR3418063	AT1G56170_NFYC2_EtOH_ChIP_rep3
SRR3418062	AT1G56170_NFYC2_ABA_ChIP_rep3
SRR3418061	AT1G56170_NFYC2_EtOH_ChIP_rep2
SRR3418060	AT1G56170_NFYC2_ABA_ChIP_rep2
SRR3418067	AT4G01120_GBF2_EtOH_ChIP_rep2
SRR3418066	AT4G01120_GBF2_ABA_ChIP_rep2
SRR3418065	AT4G01120_GBF2_EtOH_ChIP_rep1
SRR3418064	AT4G01120_GBF2_ABA_ChIP_rep1
SRR1606317	in_vitro_gDB-seq_(genomic_DNA_binding_sequencing)_of_HY5_identifies_HY5_physical_binding_sites_on_genome.
SRR2088013	ChIP_Seq_GATA22_IP_gnc_gnl
SRR2088010	ChIP_Seq_GATA22_IP_gnc_gnl
SRR3234429	HTA11_ChIP-seq_27c_4hr_rep1
SRR3234428	HTA11_ChIP-seq_27c_1hr_rep3
SRR3234427	HTA11_ChIP-seq_27c_1hr_rep2
SRR3234426	HTA11_ChIP-seq_27c_1hr_rep1
SRR3234425	HTA11_ChIP-seq_27c_15min_rep3
SRR3234424	HTA11_ChIP-seq_27c_15min_rep2
SRR3234423	HTA11_ChIP-seq_27c_15min_rep1
SRR3234422	HTA11_ChIP-seq_17c_4hr_rep3
SRR3234421	HTA11_ChIP-seq_17c_4hr_rep2
SRR3234420	HTA11_ChIP-seq_17c_4hr_rep1
SRR3349406	HDA9-FLAG-CHIPSEQ
SRR3349405	Col-CHIPSEQ-control
SRR5935338	input_DNA
SRR5935333	PLT2_IP2
SRR5935332	PLT2_IP1
SRR5935331	PLT2_IP1
SRR5935330	PLT2_IP1
SRR5935337	input_DNA
SRR5935336	input_DNA
SRR5935335	PLT2_IP2
SRR5935334	PLT2_IP2
SRR2932296	H3_1
SRR2932275	H3K36me3_ws_gcn5_Rep2
SRR2001301	rosettes_dm_watered_H3K4me3_rep2
SRR2001300	rosettes_dm_watered_H3K4me3_rep1
SRR2001303	rosettes_dm_peg_H3K4me3_rep2
ERR2215861	
ERR2215860	
ERR2215863	E-MTAB-6257:Sample_4
ERR2215862	E-MTAB-6257:Sample_3
SRR5478884	ELF3-MYC_ChIP-seq_time_course_at_22C_collected_at_ZT12
SRR5478887	ELF3-MYC_ChIP-seq_time_course_at_22C_collected_at_ZT0
SRR5478886	ELF3-MYC_ChIP-seq_time_course_at_22C_collected_at_ZT4
SRR5478881	ELF3-FLAG_ChIP-seq_temperature_shifts_at_8C_collected_at_ZT10
SRR5478880	ELF3-FLAG_ChIP-seq_temperature_shifts_at_12C_collected_at_ZT10
SRR4185001	H3K23me1_kyp_Rep2
SRR4185000	H3K23me1_kyp_Rep1
SRR5478883	ELF3-MYC_ChIP-seq_time_course_at_22C_collected_at_ZT16
SRR5478882	ELF3-MYC_ChIP-seq_time_course_at_22C_collected_at_ZT20
SRR908236	DP97-1__(iFLMdelta_control)
SRR908237	DP104-1_(iFLMdelta-GFP)
SRR908234	DP96-1__(iFLMbeta_control)
SRR5478873	ELF3-MYC_ChIP-seq_in_lux-4_at_27C_collected_at_ZT10
SRR5478889	LUX-GFP_ChIP-seq_rep2_at_22C_collected_at_ZT8
SRR647665	ein3-1_3-day_etiolated_seedlings,_4_hour_ethylene_treatment
SRR5478888	LUX-GFP_ChIP-seq_at_22C_collected_at_ZT12
SRR6026647	ZT4_(22C_shifted_to_27C_at_ZT0)
SRR3087130	A_thaliana_H3K36me3_chip
SRR3130724	
SRR3130728	
SRR1534510	At_BLJ_YFP_2
SRR1534511	At_JKD_YFP_1
SRR1534512	At_JKD_YFP_2
SRR1534513	At_Control
ERR970538	K9me2_PE42_(SWD,_EON,_BR1)
ERR970539	K9me2_PE43_(SWD,_EOD,_BR1)
ERR970530	K9ac_PE42_(SWD,_EON,_BR1)
ERR970531	K9ac_PE43_(SWD,_EOD,_BR1)
ERR970532	K9ac_PE74_(SWD,_EON,_BR2)
ERR970533	K9ac_PE75_(SWD,_EOD,_BR2)
ERR970534	K9me2_PE7_(SOW,_EON,_BR1)
ERR970535	K9me2_PE8_(SOW,_EOD,_BR1)
ERR970536	K9me2_PE18_(SOW,_EON,_BR2)
ERR970537	K9me2_PE19_(SOW,_EOD,_BR2)
SRR950196	General_Sample_for_Arabidopsis_thaliana
SRR950195	General_Sample_for_Arabidopsis_thaliana
SRR3234463	H3_ChIP-seq_27c_1hr_rep1
SRR1964988	H3K9ac_34d_Input
SRR1964989	H3K9ac_42d_ChIP
SRR3234462	H3_ChIP-seq_27c_15min_rep2
SRR2469390	Col_HYL1_IP_seq_from_Arabidopsis_thaliana
SRR2469391	dbr1-2_DCL1_IP_seq_from_Arabidopsis_thaliana
SRR1964980	H3K4me3_35d_Input
SRR1964981	H3K4me3_42d_ChIP
SRR1964986	H3K9ac_30d_Input
SRR1964987	H3K9ac_34d_ChIP
SRR2469396	dbr1-2_HYL1_IP_seq_from_Arabidopsis_thaliana
SRR1964985	H3K9ac_30d_ChIP
SRR3938468	
SRR1618899	H3K27me3_ChIP-seq_WT_Col_Rep2
SRR516087	Col-0_seedlings
SRR3222448	control_run56
SRR3222449	REV_run56
SRR2979547	COL-0_for_air_treatment
SRR2979546	COL-0_for_air_treatment
SRR5646767	NRPD1-3xFLAG,clsy1-7_IP_1
SRR2979549	COL-0_for_ethylene_treatment
SRR2979548	COL-0_for_ethylene_treatment
SRR1029951	pBBM::NLS-GFP
SRR1029950	pBBM::BBM-YFP
SRR5646766	NRPD1-3xFLAG_IP_1
SRR6768680	35S:GNC_line_2
SRR6768681	35S:GNC_line_2
SRR646244	Col-0_3-day_etiolated_seedlings,_12_hour_ethylene_treatment
SRR646245	Col-0_3-day_etiolated_seedlings,_12_hour_ethylene_treatment
SRR6243364	SOG1-Myc_zeocin_ChIP
SRR6243363	SOG1-Myc_zeocin_ChIP
SRR6243362	SOG1-Myc_zeocin_ChIP
SRR6243361	SOG1-Myc_zeocin_ChIP
SRR6243360	SOG1-Myc_zeocin_ChIP
SRR5209706	Control
SRR5209707	Input_R1
SRR5209708	Heat_R1
SRR5209709	Input_R2
SRR5313793	ChIPseq_PolII_WT_input_rep2
SRR5313792	ChIPseq_PolII_WT_input_rep1
SRR5313791	ChIPseq_PolII_WT_ChIP_rep2
SRR5313790	ChIPseq_PolII_WT_ChIP_rep1
SRR072991	Col_H3K27me3_ChIPseq
SRR971397	General_Sample_for_Arabidopsis_thaliana
SRR072992	ref6-1_H3K27me3_ChIPseq
SRR1029953	35S::BBM
SRR1029952	35S::BBM-GFP
ERR475350	H3K27me3_ChIP-seq;_ref6
ERR475351	3
ERR475352	4
ERR475353	5
ERR475354	6
ERR475355	HA_REF6_delta_ZnF_ref6
SRR1848385	at-endosperm-H3_1_replicate_1_ler_x_col
SRR1848384	at-leaf-H3_1_replicate_1
SRR1848387	at-leaf-H3_1_replicate_2
SRR1848386	at-endosperm-H3_1_replicate_2_col_x_ler
SRR4048191	WT_0h_1_(ChIP-Seq)
SRR4048190	WT_0h_1_(ChIP-Seq)
SRR4048193	W33HA_0h_1_(ChIP-Seq)
SRR4048192	WT_2h_1_(ChIP-Seq)
SRR4048195	W33HA_2h_1_(ChIP-Seq)
SRR4048194	W33HA_0h_1_(ChIP-Seq)
SRR4048197	W18HA_2h_1_(ChIP-Seq)
SRR4048196	W18HA_0h_1_(ChIP-Seq)
SRR4048199	W40HA_0h_1_(ChIP-Seq)
SRR4048198	W18HA_2h_1_(ChIP-Seq)
SRR5646769	NRPD1-3xFLAG,clsy3-1_IP_1
SRR2088009	ChIP_Seq_GATA22_IP_pGNL::GNL:HA_gnc_gnl
SRR2088008	ChIP_Seq_GATA22_IP_pGNL::GNL:HA_gnc_gnl
ERR970511	K27me3_PE8_(SOW,_EOD,_BR1);_Arabidopsis_Leaf_6
SRR627962	H3K27me3_ChIP-seq,_seedling
SRR2088007	ChIP_Seq_GATA22_IP_pGNL::GNL:HA_gnc_gnl
SRR2001297	rosettes_dm_watered_H3K4me1_rep2
SRR2001296	rosettes_dm_watered_H3K4me1_rep1
SRR2001295	rosettes_dm_peg_H3_rep1
SRR3611040	input_GSH_16h_rep1
SRR3611041	input_GSH_16h_rep2
SRR3611042	input_GSH_16h_rep2
SRR3611043	input_GSH_16h_rep2
SRR3611044	input_GSH_16h_rep2
SRR3611045	input_GSNO_cPTIO_16h_rep1
SRR3611046	input_GSNO_cPTIO_16h_rep1
SRR3611047	input_GSNO_cPTIO_16h_rep1
SRR3611048	input_GSNO_cPTIO_16h_rep1
SRR3611049	input_GSNO_cPTIO_16h_rep2
SRR2001292	rosettes_wildtype_peg_H3T3ph_rep4
SRR3418122	AT2G22430_HB6_ABA_ChIP_rep3
SRR3418123	AT2G22430_HB6_EtOH_ChIP_rep3
SRR3418120	AT2G22430_HB6_ABA_ChIP_rep2
SRR3418121	AT2G22430_HB6_EtOH_ChIP_rep2
SRR3418126	AT5G04340_ZAT6_ABA_ChIP_rep2
SRR3418127	AT5G04340_ZAT6_EtOH_ChIP_rep2
SRR3418124	AT5G04340_ZAT6_ABA_ChIP_rep1
SRR3418125	AT5G04340_ZAT6_EtOH_ChIP_rep1
SRR908250	KAN1-FLAG_replicate_1
SRR908251	KAN1_negative_2
SRR3418128	AT5G04760_ABA_ChIP_rep1
SRR3418129	AT5G04760_EtOH_ChIP_rep1
SRR309187	FHY3_Dark
SRR016811	Generic_sample_from_Arabidopsis_thaliana
SRR2177433	morc1-2_Pst
SRR647585	Col-0_3-day_etiolated_seedlings,_4_hour_ethylene_treatment
SRR647587	Col-0_3-day_etiolated_seedlings,_4_hour_ethylene_treatment
SRR1848383	at-endosperm-H3_1_replicate_1_col_x_ler
SRR016814	Generic_sample_from_Arabidopsis_thaliana
SRR5278090	clfswn_H3AK27me3_7DAG_rep1
SRR5278091	Col-0_H3K27me3_7DAG_rep3
SRR5278092	clfswn_H3AK27me3_7DAG_rep2
SRR5278093	Col-0_H3K27me3_7DAG_rep4
SRR1964977	H3K4me3_29d_ChIP
SRR1636733	Plant_shoots_sample_from_Arabidopsis_thaliana
SRR1636732	Plant_shoots_sample_from_Arabidopsis_thaliana
SRR1636731	Plant_shoots_sample_from_Arabidopsis_thaliana
SRR1964979	H3K4me3_35d_ChIP
SRR1964978	H3K4me3_29d_Input
SRR1023820	130513_LJ_ChIP_index_4_rawreads_50bp.qseq.gz
SRR1636737	Plant_shoots_sample_from_Arabidopsis_thaliana
SRR1636736	Plant_shoots_sample_from_Arabidopsis_thaliana
SRR1636735	Plant_shoots_sample_from_Arabidopsis_thaliana
SRR647672	ein3-1_3-day_etiolated_seedlings,_4_hour_ethylene_treatment
SRR647670	ein3-1_3-day_etiolated_seedlings,_4_hour_ethylene_treatment
SRR1636734	Plant_shoots_sample_from_Arabidopsis_thaliana
SRR1848402	at-endosperm-H3K27m3_1_replicate_2_leaf
SRR1848403	at-endosperm-H3K27m3_1_replicate_2_ler_x_col
SRR1848400	at-endosperm-H3K27m3_1_replicate_1_ler_x_col
SRR1848401	at-endosperm-H3K27m3_1_replicate_2_col_x_ler
SRR1848406	at-endosperm-H3K9m2_1_replicate_2_ler_x_col
SRR5818188	ChIP-seq_H3K27me3_h3.1kd-1_rep2
SRR1848404	at-leaf-H3K9m2_1_replicate_1
SRR1848405	at-leaf-H3K9m2_1_replicate_2
SRR5259550	RGA-GFP_chipseq_rep1
SRR5259551	RGA-GFP_chipseq_rep2
SRR5259552	RGA-GFP_chipseq_rep3
SRR5259553	wt_Ler_chipseq_rep1
SRR5259554	wt_Ler_chipseq_rep2
SRR5259555	wt_Ler_chipseq_rep3
SRR1774028	H3K27me3_ref6
SRR1534509	At_BLJ_YFP_1
SRR6676018	Chip_35S_TET1_2T6
SRR4034134	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
ERR970549	S10p_PE75_(SWD,_EOD,_BR2)
ERR970548	S10p_PE74_(SWD,_EON,_BR2)
SRR4034135	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
ERR970545	S10p_PE19_(SOW,_EOD,_BR2)
ERR970544	S10p_PE18_(SOW,_EON,_BR2)
ERR970547	S10p_PE43_(SWD,_EOD,_BR1)
ERR970546	S10p_PE42_(SWD,_EON,_BR1)
ERR970541	K9me2_PE75_(SWD,_EOD,_BR2)
ERR970540	K9me2_PE74_(SWD,_EON,_BR2)
ERR970543	S10p_PE8_(SOW,_EOD,_BR1)
ERR970542	S10p_PE7_(SOW,_EON,_BR1)
SRR4034137	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
ERR1717009	E-MTAB-37541478009837:bZIP29_2;_bZIP29_2
SRR1001912	Control-ChIP-Seq
SRR1001911	IBL1-ChIP-Seq
